Kategori1;Kategori2;Kategori3;Harga;HargaAtas; OmsetMinimum;JumlahTerjual;JumlahReview;JumlahRating;ValidOrder;KotaPengiriman;PenjualanSebelumnya;KenaikanPenjualan;PersentaseKenaikanPenjualan;ReviewSebelumnya;KenaikanReviewPenjualan;PersentaseKenaikanReview;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 5950;Rp. 9750; Rp251.690.950,00 ;42.301;7.516;4,88;17,77%;KAB. TANGERANG;36.958;5.343;14,46;668;98;13,74;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 3950;Rp. 4250; Rp53.573.850,00 ;13.563;2.510;4,84;18,51%;KAB. TANGERANG;8.592;4.971;57,86;1.613;897;55,61;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 105;Rp. 105; Rp15.720.075,00 ;149.715;232;4,92;0,15%;KOTA SURABAYA;;;;;;0,00;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 15700;Rp. 15700; Rp134.109.400,00 ;8.542;102;5,00;1,19%;KAB. KARAWANG;3.366;5.176;153,77;29;73;251,72;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 500;Rp. 500; Rp7.157.000,00 ;14.314;38;4,95;0,27%;KOTA BANDUNG;;;;;;0,00;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 390;Rp. 2500; Rp16.055.520,00 ;41.168;595;4,90;1,45%;KOTA YOGYAKARTA;36.995;4.173;11,28;544;51;9,38;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 599;Rp. 599; Rp3.764.715,00 ;6.285;22;4,86;0,35%;KAB. TASIKMALAYA;;;;;;0,00;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 450;Rp. 450; Rp6.824.700,00 ;15.166;63;4,95;0,42%;KAB. BOYOLALI;;;;;;0,00;;
Aksesoris Fashion;Aksesoris Fashion Lainnya;;Rp. 2918;Rp. 8860; Rp93.040.430,00 ;31.885;4.851;4,60;15,21%;Luar Negeri;2.485;78;28,54;3.658;1.193;32,61;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 600;Rp. 1850; Rp247.077.000,00 ;411.795;1.813;4,93;0,44%;KOTA SEMARANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 120;Rp. 120; Rp150.688.800,00 ;1.255.740;13.161;4,88;1,05%;KOTA DEPOK;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mainan;Rp. 1000;Rp. 1000; Rp4.496.000,00 ;4.496;6;5,00;0,13%;KOTA BEKASI;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 110;Rp. 110; Rp3.471.490,00 ;31.559;18;5,00;0,06%;KOTA SURABAYA;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp4.679.400,00 ;46.794;748;4,84;1,60%;KOTA JAKARTA TIMUR;36.864;993;26,94;598;15;25,08;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp5.098.100,00 ;50.981;165;4,92;0,32%;KAB. BOGOR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 190;Rp. 190; Rp2.311.350,00 ;12.165;93;4,44;0,76%;KAB. BOGOR;3.372;8.793;26,77;18;75;416,67;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 195;Rp. 195; Rp3.037.320,00 ;15.576;112;4,73;0,72%;KAB. BOGOR;843;7.533;93,66;5;62;124,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp34.564.000,00 ;345.640;503;4,89;0,15%;KOTA JAKARTA BARAT;337.814;7.826;2,32;494;9;1,82;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp4.298.700,00 ;42.987;195;4,95;0,45%;KOTA SURABAYA;35.638;7.349;2,62;159;36;22,64;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Aksesoris Hewan Peliharaan Lainnya;Rp. 3775;Rp. 3775; Rp134.831.675,00 ;35.717;169;4,88;0,47%;KOTA TANGERANG;28.715;72;24,38;137;32;23,36;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 120;Rp. 120; Rp26.450.040,00 ;220.417;2.213;4,86;1,00%;KOTA BEKASI;213.361;756;3,38;2.133;8;3,75;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 800;Rp. 800; Rp208.695.200,00 ;260.869;240;4,97;0,09%;KOTA BANDUNG;25.412;6.749;2,66;235;5;2,13;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1800;Rp. 4999; Rp233.461.800,00 ;129.701;1.724;4,92;1,33%;KOTA SEMARANG;124.355;5.346;4,30;1.676;48;2,86;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 250;Rp. 250; Rp76.321.000,00 ;305.284;8.124;4,88;2,66%;KOTA DEPOK;298.986;6.298;2,16;7.935;189;2,38;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 500;Rp. 500; Rp21.218.500,00 ;42.437;1.237;4,84;2,91%;KOTA JAKARTA TIMUR;35.963;6.474;18,18;133;24;19,75;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 220;Rp. 1500; Rp10.162.240,00 ;46.192;843;4,63;1,82%;KAB. BOGOR;4.155;637;15,34;735;18;14,69;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1500;Rp. 1500; Rp36.855.000,00 ;24.570;2.747;4,81;11,18%;KOTA JAKARTA TIMUR;18.215;6.355;34,89;2.149;598;27,83;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 3775;Rp. 3775; Rp209.750.325,00 ;55.563;206;4,87;0,37%;KOTA TANGERANG;49.298;6.265;12,78;177;29;16,38;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mainan;Rp. 1299;Rp. 1299; Rp39.976.725,00 ;30.775;919;4,88;2,99%;KOTA DEPOK;24.697;678;24,61;82;117;14,59;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 500;Rp. 500; Rp11.598.500,00 ;23.197;1.828;4,82;7,88%;KOTA JAKARTA TIMUR;17.341;5.856;33,77;1.477;351;23,76;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 2895;Rp. 2895; Rp106.651.800,00 ;36.840;2.863;4,91;7,77%;KOTA JAKARTA SELATAN;31.139;571;18,38;2.469;394;15,96;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 300;Rp. 300; Rp8.269.500,00 ;27.565;861;4,76;3,12%;KOTA JAKARTA TIMUR;21.416;6.149;28,71;685;176;25,69;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 1250;Rp. 1250; Rp36.051.250,00 ;28.841;80;4,91;0,28%;KOTA BANDUNG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Furniture Hewan;Rp. 800;Rp. 800; Rp18.607.200,00 ;23.259;55;4,84;0,24%;KOTA KEDIRI;17.461;5.798;33,25;36;19;52,78;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 500;Rp. 500; Rp15.266.000,00 ;30.532;158;4,82;0,52%;KOTA JAKARTA TIMUR;25.486;546;19,80;129;29;22,48;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 1250;Rp. 1250; Rp29.652.500,00 ;23.722;182;4,95;0,77%;KOTA BANDUNG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Furniture Hewan;Rp. 3900;Rp. 26000; Rp242.353.800,00 ;62.142;2.629;4,82;4,23%;KOTA JAKARTA BARAT;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 120;Rp. 120; Rp1.838.160,00 ;15.318;503;4,79;3,28%;KOTA JAKARTA SELATAN;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 400;Rp. 2500; Rp6.018.000,00 ;15.045;608;4,38;4,04%;KAB. BOGOR;141;54;49,84;41;27;51,62;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 120;Rp. 120; Rp21.643.080,00 ;180.359;1.237;4,89;0,69%;KOTA JAKARTA BARAT;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 99;Rp. 99; Rp2.787.345,00 ;28.155;540;4,84;1,92%;KOTA DEPOK;2.313;552;21,87;482;58;12,03;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 139;Rp. 139; Rp2.264.310,00 ;16.290;72;4,93;0,44%;KOTA SEMARANG;1.785;555;51,43;37;35;94,59;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Furniture Hewan;Rp. 1930;Rp. 1930; Rp220.319.150,00 ;114.155;695;4,75;0,61%;KOTA SURABAYA;19.511;4.644;4,25;668;27;4,04;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 279;Rp. 279; Rp100.889.190,00 ;361.610;2.504;4,94;0,69%;KOTA SEMARANG;357.437;4.173;1,17;2.448;56;2,29;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 4000;Rp. 11500; Rp47.496.000,00 ;11.874;2.894;4,84;24,37%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 900;Rp. 900; Rp14.530.500,00 ;16.145;1.209;4,82;7,49%;KOTA DEPOK;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 5320;Rp. 5320; Rp73.628.800,00 ;13.840;379;4,92;2,74%;KOTA JAKARTA BARAT;898;4.932;55,37;227;152;66,96;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 4500;Rp. 4500; Rp591.390.000,00 ;131.420;344;4,78;0,26%;KOTA TANGERANG SELATAN;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1100;Rp. 1100; Rp15.095.300,00 ;13.723;1.207;4,81;8,80%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mainan;Rp. 178;Rp. 178; Rp1.288.186,00 ;7.237;33;4,70;0,46%;KAB. PEMALANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Aksesoris Hewan Peliharaan Lainnya;Rp. 1600;Rp. 1600; Rp2.443.200,00 ;1.527;3;4,33;0,20%;KAB. JOMBANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 3750;Rp. 4200; Rp393.127.500,00 ;104.834;378;4,75;0,36%;KOTA KEDIRI;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 99;Rp. 120; Rp1.953.270,00 ;19.730;538;4,85;2,73%;KOTA DEPOK;15.776;3.954;25,63;479;59;12,32;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 635;Rp. 635; Rp5.264.150,00 ;8.290;15;5,00;0,18%;KOTA JAKARTA TIMUR;43;426;15,77;8;7;87,50;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 800;Rp. 800; Rp25.517.600,00 ;31.897;71;5,00;0,22%;KOTA BANDUNG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1000;Rp. 1000; Rp121.786.000,00 ;121.786;6.280;4,52;5,16%;KOTA DEPOK;1.188;376;3,14;685;195;3,20;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 300;Rp. 300; Rp33.642.600,00 ;112.142;2.367;4,76;2,11%;KOTA BEKASI;1.857;3.572;3,29;2.288;79;3,45;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Furniture Hewan;Rp. 1800;Rp. 1800; Rp108.124.200,00 ;60.069;14.125;4,76;23,51%;KOTA BANDUNG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp1.818.100,00 ;18.181;55;4,67;0,30%;KAB. BEKASI;1.456;3.675;25,33;45;1;22,22;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 375;Rp. 375; Rp15.642.750,00 ;41.714;474;4,82;1,14%;KAB. TULUNGAGUNG;38.368;3.346;8,73;442;32;7,24;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 7500;Rp. 7500; Rp159.217.500,00 ;21.229;4.228;4,89;19,92%;KOTA TASIKMALAYA;17.745;3.484;19,63;3.651;577;15,80;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1000;Rp. 1000; Rp193.772.000,00 ;193.772;19.582;4,87;10,11%;KOTA DEPOK;19.375;3.397;1,78;1.931;272;1,41;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 7500;Rp. 7500; Rp115.440.000,00 ;15.392;3.481;4,90;22,62%;KOTA JAKARTA TIMUR;11.826;3.566;3,15;2.756;725;26,31;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 2400;Rp. 2400; Rp87.009.600,00 ;36.254;2.391;4,92;6,60%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 1200;Rp. 1200; Rp42.972.000,00 ;35.810;473;4,92;1,32%;KAB. KEDIRI;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 6500;Rp. 10500; Rp332.104.500,00 ;51.093;6.824;4,85;13,36%;KOTA MADIUN;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 1700;Rp. 1700; Rp10.749.100,00 ;6.323;165;4,79;2,61%;KAB. CILACAP;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 100;Rp. 100; Rp717.000,00 ;7.170;49;4,71;0,68%;KAB. BOGOR;3.759;3.411;9,74;15;34;226,67;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 200;Rp. 200; Rp4.087.000,00 ;20.435;1.668;4,84;8,16%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Furniture Hewan;Rp. 16500;Rp. 63000; Rp131.224.500,00 ;7.953;1.486;4,86;18,68%;KAB. TANGERANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1700;Rp. 1700; Rp159.760.900,00 ;93.977;20.377;4,84;21,68%;KOTA DEPOK;9.869;318;3,42;19.837;54;2,72;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1399;Rp. 2999; Rp217.285.685,00 ;155.315;1.000;4,94;0,64%;KOTA SEMARANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1100;Rp. 1100; Rp18.220.400,00 ;16.564;622;4,90;3,76%;KOTA MALANG;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kalung, Tali, Harness & Brangus;Rp. 950;Rp. 1450; Rp14.077.100,00 ;14.818;409;4,81;2,76%;KAB. SUKOHARJO;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 390;Rp. 390; Rp19.049.160,00 ;48.844;1.158;4,82;2,37%;KOTA JAKARTA BARAT;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1045;Rp. 1891; Rp23.199.000,00 ;22.200;134;4,85;0,60%;KAB. SLEMAN;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1299;Rp. 2500; Rp104.020.023,00 ;80.077;796;4,90;0,99%;KOTA SEMARANG;77.331;2.746;3,56;771;25;3,24;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Mangkuk & Feeder;Rp. 3400;Rp. 3400; Rp67.537.600,00 ;19.864;108;4,78;0,54%;KOTA JAKARTA UTARA;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 500;Rp. 500; Rp20.361.500,00 ;40.723;1.201;4,86;2,95%;KOTA JAKARTA BARAT;3.779;3.644;9,83;1.147;54;4,71;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 2950;Rp. 2950; Rp45.244.150,00 ;15.337;1.366;4,91;8,91%;KOTA TANGERANG;12.361;2.976;24,76;1.157;29;18,06;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 1000;Rp. 1000; Rp38.284.000,00 ;38.284;2.758;4,86;7,20%;KOTA MALANG;35.273;311;8,54;2.541;217;8,54;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 150;Rp. 150; Rp500.250,00 ;3.335;35;4,66;1,05%;KAB. BOGOR;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 950;Rp. 950; Rp43.862.450,00 ;46.171;1.457;4,68;3,16%;KOTA DEPOK;;;;;;0,00;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 99;Rp. 99; Rp1.608.750,00 ;16.250;78;4,88;0,48%;KOTA MALANG;13.322;2.928;21,98;55;23;41,82;;
Hewan Peliharaan;Aksesoris Hewan Peliharaan;Kebutuhan Akuarium;Rp. 200;Rp. 200; Rp2.475.400,00 ;12.377;333;4,87;2,69%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2670;Rp. 2670; Rp389.347.410,00 ;145.823;19.734;4,77;13,53%;KOTA JAKARTA BARAT;138.688;7.135;5,14;19.277;457;2,37;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 500;Rp. 500; Rp61.703.000,00 ;123.406;1.096;4,87;0,89%;KOTA JAKARTA BARAT;11.594;8.312;7,22;142;54;5,18;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2400;Rp. 4500; Rp51.165.600,00 ;21.319;2.029;4,76;9,52%;KOTA DEPOK;1.173;9.616;82,17;1.458;571;39,16;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 1700;Rp. 1700; Rp39.817.400,00 ;23.422;184;4,83;0,79%;KOTA SEMARANG;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 3482;Rp. 4100; Rp260.321.284,00 ;74.762;5.179;4,81;6,93%;KOTA JAKARTA TIMUR;66.323;8.439;12,72;4.694;485;10,33;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2919;Rp. 3315; Rp3.203.015.781,00 ;1.097.299;42.707;4,82;3,89%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2200;Rp. 3300; Rp34.469.600,00 ;15.668;554;4,74;3,54%;KOTA SURABAYA;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Organizer & Kompartemen Mobil;Rp. 1499;Rp. 1499; Rp5.111.590,00 ;3.410;237;4,78;6,95%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 14325;Rp. 14325; Rp699.489.750,00 ;48.830;10.097;4,82;20,68%;KOTA SURABAYA;4.334;5.796;13,47;917;18;11,98;;
Mobil;Aksesoris Interior Mobil;Holder Handphone;Rp. 14250;Rp. 14250; Rp180.633.000,00 ;12.676;4.326;4,68;34,13%;KOTA JAKARTA PUSAT;7.998;4.678;58,49;2.818;158;53,51;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 1450;Rp. 1450; Rp30.049.800,00 ;20.724;2.962;4,79;14,29%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 3250;Rp. 3299; Rp230.727.250,00 ;70.993;3.912;4,74;5,51%;KOTA BEKASI;65.751;5.242;7,97;361;311;8,64;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2650;Rp. 3550; Rp109.810.700,00 ;41.438;2.543;4,81;6,14%;KAB. BEKASI;35.734;574;15,96;23;513;25,27;;
Mobil;Aksesoris Interior Mobil;Organizer & Kompartemen Mobil;Rp. 1780;Rp. 1780; Rp12.931.700,00 ;7.265;1.108;4,75;15,25%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Holder Handphone;Rp. 19900;Rp. 19900; Rp397.482.600,00 ;19.974;9.247;4,72;46,30%;KOTA JAKARTA PUSAT;15.398;4.576;29,72;77;2.177;30,79;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 6000;Rp. 6000; Rp483.396.000,00 ;80.566;11.812;4,83;14,66%;KOTA DEPOK;73.777;6.789;9,23;1.127;65;5,40;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 4578;Rp. 5549; Rp1.286.637.744,00 ;281.048;14.082;4,84;5,01%;KOTA JAKARTA TIMUR;276.811;4.237;1,54;1.399;173;1,24;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 1700;Rp. 1700; Rp77.809.000,00 ;45.770;2.645;4,90;5,78%;KOTA JAKARTA UTARA;4.891;4.879;11,93;2.556;89;3,48;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2600;Rp. 2600; Rp35.414.600,00 ;13.621;3.666;4,80;26,91%;KOTA DEPOK;9.547;474;42,67;2.731;935;34,24;;
Mobil;Aksesoris Interior Mobil;Holder Handphone;Rp. 1950;Rp. 2990; Rp9.769.500,00 ;5.010;636;4,67;12,69%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 1500;Rp. 1500; Rp24.397.500,00 ;16.265;5.567;4,84;34,23%;KOTA DEPOK;1.189;4.375;36,80;4.527;14;22,97;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 1450;Rp. 1450; Rp53.058.400,00 ;36.592;8.489;4,74;23,20%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2700;Rp. 2700; Rp97.588.800,00 ;36.144;202;4,91;0,56%;KAB. SIDOARJO;3.317;3.127;9,48;183;19;10,38;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2800;Rp. 3250; Rp37.928.800,00 ;13.546;458;4,83;3,38%;KOTA JAKARTA UTARA;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 599;Rp. 1499; Rp23.868.353,00 ;39.847;3.480;4,72;8,73%;KOTA SURABAYA;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2050;Rp. 11435; Rp269.009.200,00 ;131.224;5.269;4,77;4,02%;KOTA SURABAYA;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Sunshield & Pelindung Dashboard;Rp. 14999;Rp. 14999; Rp151.699.886,00 ;10.114;2.893;4,78;28,60%;KOTA JAKARTA UTARA;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 15900;Rp. 15900; Rp1.814.714.700,00 ;114.133;9.515;4,88;8,34%;KAB. BADUNG;111.112;321;2,72;9.115;4;4,39;;
Mobil;Aksesoris Interior Mobil;Pengisi Daya USB & Bluetooth Transmitter;Rp. 30000;Rp. 75000; Rp1.852.080.000,00 ;61.736;30.772;4,81;49,84%;KOTA JAKARTA UTARA;58.736;3;5,18;29.393;1.379;4,69;;
Mobil;Aksesoris Interior Mobil;Holder Handphone;Rp. 11990;Rp. 11990; Rp90.416.590,00 ;7.541;3.124;4,73;41,43%;KOTA JAKARTA BARAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 3100;Rp. 3100; Rp68.875.800,00 ;22.218;814;4,80;3,66%;KOTA TANGERANG;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2500;Rp. 2500; Rp40.737.500,00 ;16.295;4.420;4,74;27,12%;KOTA DEPOK;13.356;2.939;22,59;3.696;724;19,59;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 2950;Rp. 2950; Rp58.858.400,00 ;19.952;1.141;4,77;5,72%;KOTA JAKARTA TIMUR;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Aksesoris Interior Mobil Lainnya;Rp. 525;Rp. 525; Rp13.817.475,00 ;26.319;399;4,81;1,52%;KOTA JAKARTA PUSAT;;;;;;0,00;;
Mobil;Aksesoris Interior Mobil;Parfum Mobil;Rp. 1800;Rp. 2900; Rp466.450.200,00 ;259.139;10.773;4,79;4,16%;KAB. BEKASI;256.475;2.664;1,39;1.671;12;0,96;;
Jam Tangan;Aksesoris Jam Tangan;Baterai Jam Tangan;Rp. 278;Rp. 278; Rp19.377.434,00 ;69.703;833;4,70;1,20%;KOTA JAKARTA SELATAN;63.573;613;9,64;798;35;4,39;;
Jam Tangan;Aksesoris Jam Tangan;Baterai Jam Tangan;Rp. 850;Rp. 850; Rp32.764.100,00 ;38.546;690;4,88;1,79%;KOTA JAKARTA PUSAT;32.521;625;18,53;65;85;14,05;;
Jam Tangan;Aksesoris Jam Tangan;Baterai Jam Tangan;Rp. 250;Rp. 250; Rp46.755.500,00 ;187.022;1.614;4,89;0,86%;KOTA JAKARTA UTARA;18.521;651;3,61;1.589;25;1,57;;
Jam Tangan;Aksesoris Jam Tangan;Baterai Jam Tangan;Rp. 870;Rp. 870; Rp13.082.190,00 ;15.037;289;4,94;1,92%;KOTA JAKARTA PUSAT;9.983;554;5,63;214;75;35,05;;
